0.2059,0.1937,0.1918,0.185,0.1692,0.1693,0.177,0.1746,0.1742,0.175,0.1721,0.1758,0.1801,0.1826,0.1912,0.207,0.214,0.216,0.227
0.1698,0.165,0.1733,0.1723,0.1533,0.1618,0.1639,0.1607,0.1597,0.1584,0.1589,0.1615,0.1573,0.1534,0.1464,0.165,0.167,0.158,0.163
0.1426,0.1579,0.1807,0.1641,0.1533,0.1586,0.1595,0.1629,0.1615,0.159,0.1566,0.1534,0.1523,0.1489,0.1493,0.158,0.175,0.153,0.138
0.162,0.177,0.153,0.145,0.138,0.1365,0.1329,0.1269,0.1242,0.1216,0.1183,0.1212,0.1236,0.1267,0.1303,0.1373,0.1444,0.1679,0.1538
0.153,0.154,0.148,0.145,0.1445,0.1438,0.143,0.1411,0.1412,0.1409,0.141,0.1409,0.1403,0.1409,0.1414,0.1448,0.1453,0.1523,0.1513
0.147,0.153,0.156,0.157,0.1586,0.1595,0.1585,0.1577,0.158,0.158,0.1591,0.1584,0.1576,0.1572,0.1573,0.1568,0.1557,0.154,0.1472
0.15,0.162,0.165,0.17,0.1746,0.1758,0.1768,0.1778,0.1833,0.1845,0.184,0.1824,0.1811,0.1797,0.1784,0.175,0.1701,0.1663,0.1547
0.167,0.176,0.191,0.196,0.2,0.2012,0.2041,0.2062,0.2069,0.2087,0.207,0.2066,0.2055,0.2022,0.2,0.1958,0.1901,0.1755,0.1668
0.151,0.17,0.19,0.202,0.2073,0.2098,0.2122,0.2129,0.2137,0.2152,0.2133,0.2118,0.2109,0.2082,0.2061,0.1991,0.1878,0.1618,0.1479
0.12,0.147,0.175,0.194,0.2043,0.2028,0.2028,0.1991,0.1981,0.1978,0.1969,0.1957,0.1958,0.1948,0.1953,0.1877,0.1687,0.1406,0.113
0.108,0.067,0.098,0.15,0.1704,0.193,0.1985,0.2009,0.2022,0.2022,0.2021,0.2007,0.1972,0.1947,0.1901,0.1696,0.1186,0.0889,0.127
0.082,0.047,0.068,0.081,0.1174,0.1233,0.1522,0.1713,0.1789,0.1814,0.1815,0.1799,0.179,0.1703,0.1459,0.1124,0.0962,0.0757,0.1132
0.113,0.05,0.06,0.087,0.1131,0.1279,0.1341,0.1433,0.1483,0.1478,0.1291,0.1312,0.1245,0.1025,0.1028,0.0745,0.0495,0.0406,0.1024
0.093,0.066,0.065,0.053,0.0734,0.0914,0.0968,0.0848,0.0935,0.0922,0.094,0.0838,0.061,0.0491,0.042,0.0208,0.0343,0.0338,0.06
-0.015,-0.011,-0.025,0.015,0.0663,0.0644,0.0498,0.0407,0.0521,0.0745,0.067,0.0453,0.0373,0.032,0.0397,-0.0114,-0.0514,-0.0371,-0.0408
0.019,0.017,-0.086,-0.004,0.0794,0.0494,0.0174,0.053,0.0292,0.0713,0.0404,0.0007,-0.0024,0.0165,0.0281,-0.0562,-0.1373,-0.0343,-0.0335
-0.036,-0.023,-0.075,-0.06,-0.0627,-0.0705,-0.0556,-0.0534,-0.0549,-0.054,-0.0618,-0.0674,-0.0828,-0.0849,-0.1004,-0.0976,-0.1117,-0.0599,-0.0714
-0.307,-0.308,-0.285,-0.305,-0.2769,-0.2648,-0.1828,-0.2115,-0.2032,-0.2244,-0.2264,-0.2195,-0.2054,-0.2203,-0.2191,-0.2479,-0.2276,-0.2518,-0.2503
-0.365,-0.398,-0.403,-0.387,-0.3411,-0.3344,-0.3425,-0.3455,-0.3254,-0.3389,-0.3522,-0.3187,-0.3262,-0.3283,-0.3285,-0.3763,-0.3923,-0.3857,-0.3532
-0.526,-0.527,-0.515,-0.504,-0.49,-0.5157,-0.4801,-0.497,-0.4831,-0.4723,-0.483,-0.4818,-0.4911,-0.5074,-0.4863,-0.5001,-0.5124,-0.5227,-0.5219
