-0.0818,-0.1023,-0.106,-0.1334,-0.1866,-0.2149,-0.2128,-0.2055,-0.203,-0.2093,-0.2204,-0.2176,-0.2185,-0.2077,-0.1946,-0.133,-0.106,-0.102,-0.082
-0.116,-0.1432,-0.1646,-0.202,-0.2635,-0.2792,-0.2868,-0.2906,-0.3059,-0.3079,-0.3052,-0.2933,-0.2816,-0.275,-0.2717,-0.208,-0.173,-0.151,-0.123
-0.1527,-0.1845,-0.2168,-0.248,-0.274,-0.2816,-0.2874,-0.2952,-0.3025,-0.3391,-0.2988,-0.2907,-0.2825,-0.2794,-0.2734,-0.246,-0.215,-0.183,-0.15
-0.177,-0.2,-0.237,-0.252,-0.263,-0.2698,-0.2734,-0.2737,-0.2738,-0.2741,-0.2761,-0.2782,-0.2785,-0.2756,-0.2632,-0.2527,-0.237,-0.2002,-0.1772
-0.174,-0.197,-0.234,-0.247,-0.2487,-0.2486,-0.2493,-0.2489,-0.2539,-0.2527,-0.2524,-0.2524,-0.2532,-0.2517,-0.2491,-0.2491,-0.2359,-0.1983,-0.1748
-0.164,-0.192,-0.219,-0.243,-0.2429,-0.2425,-0.2441,-0.2476,-0.254,-0.2562,-0.2589,-0.2581,-0.2482,-0.2428,-0.2427,-0.2434,-0.2199,-0.1939,-0.1612
-0.128,-0.162,-0.188,-0.216,-0.2297,-0.2289,-0.2391,-0.2519,-0.2626,-0.2554,-0.2599,-0.253,-0.2501,-0.2367,-0.233,-0.222,-0.1938,-0.1664,-0.1338
-0.116,-0.148,-0.181,-0.215,-0.2186,-0.2174,-0.2272,-0.2283,-0.2258,-0.2157,-0.2184,-0.2297,-0.2305,-0.231,-0.219,-0.2175,-0.1838,-0.1502,-0.1195
-0.068,-0.093,-0.124,-0.154,-0.2203,-0.2311,-0.2272,-0.2205,-0.2205,-0.2165,-0.2182,-0.2138,-0.2589,-0.2705,-0.2751,-0.2111,-0.1811,-0.1482,-0.1227
-0.075,-0.109,-0.132,-0.133,-0.1882,-0.2123,-0.2264,-0.2304,-0.2337,-0.2325,-0.2322,-0.2269,-0.2243,-0.2382,-0.2465,-0.1828,-0.1848,-0.1595,-0.125
-0.097,-0.186,-0.186,-0.198,-0.1989,-0.1828,-0.1798,-0.1762,-0.1751,-0.174,-0.1732,-0.1782,-0.1855,-0.1875,-0.1852,-0.1824,-0.1732,-0.1478,-0.0814
-0.104,-0.16,-0.185,-0.208,-0.1936,-0.1746,-0.1503,-0.1433,-0.1416,-0.1401,-0.144,-0.1502,-0.1555,-0.1616,-0.1694,-0.1825,-0.1603,-0.1356,-0.0808
-0.025,-0.084,-0.112,-0.13,-0.1248,-0.1157,-0.1182,-0.1245,-0.14,-0.132,-0.1411,-0.1463,-0.1532,-0.1523,-0.1562,-0.1636,-0.1432,-0.1159,-0.0582
-0.057,-0.068,-0.088,-0.126,-0.1157,-0.1018,-0.1055,-0.1203,-0.123,-0.1113,-0.1232,-0.1304,-0.135,-0.1445,-0.1488,-0.1618,-0.1188,-0.1003,-0.0933
-0.108,-0.093,-0.093,-0.087,-0.0745,-0.0894,-0.1198,-0.1388,-0.1366,-0.1234,-0.1254,-0.1416,-0.1463,-0.1508,-0.1421,-0.155,-0.1585,-0.1588,-0.1771
-0.125,-0.115,-0.207,-0.103,-0.0588,-0.0831,-0.1095,-0.0791,-0.1189,-0.0929,-0.1186,-0.1533,-0.1523,-0.1304,-0.1158,-0.158,-0.2612,-0.1702,-0.1812
-0.143,-0.082,-0.085,-0.091,-0.1251,-0.1492,-0.1507,-0.157,-0.1589,-0.1584,-0.1689,-0.1773,-0.1947,-0.1982,-0.215,-0.1808,-0.1737,-0.1719,-0.2333
-0.422,-0.438,-0.425,-0.433,-0.339,-0.3231,-0.2373,-0.2547,-0.2277,-0.2303,-0.3505,-0.1931,-0.188,-0.2371,-0.2701,-0.3635,-0.3563,-0.3697,-0.3534
-0.45,-0.5,-0.524,-0.514,-0.4633,-0.4648,-0.4746,-0.4862,-0.4621,-0.4716,-0.4474,-0.3916,-0.4082,-0.4299,-0.4593,-0.5113,-0.5202,-0.4961,-0.446
-0.56,-0.592,-0.513,-0.593,-0.5674,-0.603,-0.5774,-0.6021,-0.5938,-0.5886,-0.5839,-0.5673,-0.57,-0.5885,-0.5696,-0.5961,-0.6158,-0.5951,-0.5634
