1.194,1.272,1.311,1.356,1.396,1.347,1.339,1.314,1.321,1.315,1.337,1.332,1.34,1.338,1.294,1.235,1.185,1.14,1.1
0.996,1.057,1.09,1.121,1.128,1.129,1.131,1.143,1.158,1.171,1.177,1.142,1.148,1.131,1.137,1.13,1.1,1.06,1.005
0.793,0.832,0.841,0.856,0.887,0.8888,0.899,0.909,0.915,0.925,0.91,0.892,0.889,0.881,0.875,0.835,0.821,0.815,0.78
0.41,0.41,0.42,0.425,0.451,0.464,0.474,0.472,0.474,0.469,0.46,0.454,0.447,0.446,0.44,0.424,0.405,0.394,0.403
0.18,0.155,0.135,0.13,0.141,0.149,0.154,0.153,0.151,0.155,0.154,0.151,0.147,0.138,0.129,0.119,0.137,0.123,0.159
-0.09,-0.13,-0.16,-0.18,-0.184,-0.186,-0.182,-0.187,-0.187,-0.189,-0.193,-0.191,-0.193,-0.195,-0.194,-0.187,-0.171,-0.133,-0.099
-0.34,-0.405,-0.46,-0.498,-0.511,-0.518,-0.526,-0.535,-0.534,-0.53,-0.532,-0.525,-0.52,-0.521,-0.515,-0.498,-0.465,-0.402,-0.341
-0.61,-0.665,-0.72,-0.77,-0.806,-0.818,-0.837,-0.849,-0.851,-0.856,-0.854,-0.855,-0.855,-0.836,-0.827,-0.801,-0.738,-0.664,-0.602
-0.87,-0.95,-1.015,-1.08,-1.122,-1.137,-1.149,-1.154,-1.156,-1.169,-1.151,-1.148,-1.146,-1.135,-1.129,-1.077,-0.994,-0.943,-0.873
-1.17,-1.235,-1.295,-1.355,-1.406,-1.405,-1.429,-1.441,-1.446,-1.446,-1.452,-1.449,-1.455,-1.44,-1.415,-1.356,-1.288,-1.217,-1.167
-1.315,-1.38,-1.445,-1.515,-1.581,-1.671,-1.697,-1.714,-1.719,-1.717,-1.72,-1.709,-1.684,-1.67,-1.651,-1.58,-1.477,-1.463,-1.389
-1.52,-1.57,-1.635,-1.71,-1.788,-1.818,-1.838,-1.889,-1.91,-1.909,-1.909,-1.893,-1.891,-1.846,-1.8,-1.721,-1.64,-1.59,-1.531
-1.6,-1.67,-1.73,-1.81,-1.891,-1.907,-1.911,-1.983,-2.016,-2.037,-1.932,-1.99,-1.969,-1.836,-1.918,-1.839,-1.755,-1.671,-1.63
-1.56,-1.615,-1.685,-1.75,-1.854,-1.991,-2.033,-1.939,-2.003,-1.985,-2.02,-2.04,-1.913,-1.918,-1.946,-1.911,-1.824,-1.689,-1.663
-1.3,-1.48,-1.6,-1.72,-1.88,-1.924,-1.913,-1.866,-1.879,-1.959,-1.992,-2.017,-2.03,-1.942,-2.002,-1.87,-1.738,-1.623,-1.447
-1.705,-1.795,-1.825,-1.85,-1.938,-1.959,-2.012,-1.999,-1.969,-2.01,-1.965,-1.847,-1.895,-1.928,-1.965,-1.755,-1.697,-1.706,-1.618
-1.7,-1.74,-1.73,-1.895,-1.933,-1.88,-1.907,-1.898,-1.892,-1.916,-1.936,-1.877,-1.933,-1.952,-1.915,-1.78,-1.75,-1.75,-1.688
-1.69,-1.74,-1.735,-1.83,-1.813,-1.864,-2.004,-1.95,-1.925,-1.957,-1.905,-1.833,-1.932,-1.952,-1.893,-1.8,-1.853,-1.799,-1.791
-1.935,-1.95,-1.945,-1.92,-1.872,-1.838,-1.908,-1.949,-1.826,-1.816,-1.837,-1.755,-1.848,-1.858,-1.774,-1.81,-1.864,-1.885,-1.834
-1.96,-1.935,-1.85,-1.87,-1.953,-2.036,-2.013,-1.968,-1.99,-1.978,-1.957,-1.956,-1.962,-2.048,-1.97,-1.895,-1.89,-1.969,-1.97
